,job_title,company_name,location,job_desc,salary,position
953,Academic Administrative Assistant - Data Entry and Timetabling,Canberra Grammar School,Canberra ACT,"Canberra ACTFull-time, Part-time$71,238 - $76,698 a yearApplications are invited for the position of:

Academic Administrative Assistant – Data Entry and Timetabling

School Section: Primary School, Red Hill Campus

Reports to: Deputy Head of Primary School

Employment Basis: Full-time Ongoing

Part-time Non-ongoing

About the School
Canberra Grammar School is an Independent Anglican School offering outstanding academic education, co-curricular

opportunities and pastoral care to day and boarding students of all backgrounds and faiths within a community guided

by Christian values.

The School is fully co-educational from Pre-School to Year 12.

The School respects and nurtures all students as individuals, seeking to inspire, support and celebrate the efforts of all in

realising their intellectual, spiritual, cultural, social and physical aspirations.

Building on the professional expertise of its staff, the commitment of its community and the resources of the nation’s

capital, Canberra Grammar School aims to be the most dynamic and distinctive centre of learning in Australia.

CGS is a vibrant and rewarding place in which to work. To find out more about our strong commitment to professional

development, the employment process, or living in Canberra, please visit CGS.ACT.EDU.AU/EMPLOYMENT

Further information about the School is available at CGS.ACT.EDU.AU

The Role
The role of the Academic Administrative Assistant – Data Entry and Timetabling is to provide support for the

Academic Office and to assist with timetabling of the Primary School.
Duties
Administrative duties are:
Manage the primary school timetable using Timetabling Solutions software and Daily Organiser to assist with
staffing
Assist with the allocation of new students into classes and HousesWork closely with the Academic Team to assist with the organisation of excursions, risk assessments and other
tasks as required.
Manage and maintain the Primary School Calendar and attend relevant meetings regarding school events and
calendar management.
Provide general administrative support and assistance to the Academic TeamMaintain student records for PrimaryAssist and train teaching assistants in record keeping processes
provide administrative assistance with:the production of assessment schedulesthe coordination of NAPLAN and ACER testingliaise with counterparts in the Senior Schoolundertake other duties as required.

Selection Specifications
This role requires:
An analytical approach to problem solving, finding patterns and applying sequential approach to tasks.Knowledge or experience with timetable development and maintenance.
An ability to organise work flow and prioritise
Experience in a similar role.Advanced working knowledge of the Microsoft Office suiteWell-developed communication skills and attention to detailAn understanding of the sensitive and confidential matters involved in the roleThe ability to deliver within tight time frames and manage competing priorities
A commitment to working collaboratively with others and assuming the shared responsibilities for the various
administrative tasks within the Academic Office.

The ability to work independently, intuitively and flexiblyThe ability to establish professional and supporting relationships with students, parents, staff and the School
community.

The role-holder must:
Comply with the School’s Code of Conduct and with the School’s policy and regulatory requirements
Respect and uphold the School’s Anglican values and ethos, while also respecting people of all backgrounds
and faiths within the School community.
Hold a current First Aid certificateHold a current WWVP card.

Terms and Conditions
This role is full-time, ongoing position

Classification and Salary

Canberra Grammar School is a respondent to the Independent Schools ACT (Support & Operational Staff) Multi-
Enterprise Agreement 2017. A copy of the Agreement is available from the Human Resources Manager.

This position is classified as a Clerical Officer Level 3. The salary range is $71,238 - $76,698 per annum (based on

skills and experience) plus superannuation of 11.5% and leave entitlements (in accordance with the Agreement).
Child Protection

The School is committed to safeguarding and promoting the safety, welfare and wellbeing of children and young people

and expects all staff and volunteers to share this commitment.

All employees of the School must be eligible to work with children in accordance with ACT Working with Vulnerable

People checks, and all teachers at the School must have teacher registration, provisional registration or a permit to teach

issued by the ACT Teacher Quality Institute prior to starting their employment.

Applications and Information
All applications must be submitted using the School's online application form, located on the job advert on

CGS.ACT.EDU.AU.

For further information, please contact the Human Resources Office via:
employment@cgs.act.edu.au+61 (2) 6260 9735The HR Office, Canberra Grammar School, 40 Monaro Crescent, Red Hill ACT 2603 Australia","$71,238 - $76,698 a year","Full-time, Part-time"
954,Master-data Administrator - Greystanes,Hitachi Construction Machinery,Greystanes NSW,"Greystanes NSWAbout Us
Hitachi Construction Machinery Australia (HCA) is a global brand providing a variety of mining and construction machinery for customers. At the heart of our business and trusted and reliable equipment lies a team of talented and dedicated people committed to providing industry-leading machinery and support solutions.
About the Role
With strong growth in our parts business, our Corporate Support Group based in Greystanes has an exciting opportunity for an experienced and motivated individual to join our Parts team in the position of Master-data Administrator. Your main objective would be to provide day to day administration support and to be the subject matter expert on parts setup including supply chain structure and pricing.
Reporting to the National Parts Procurement and Logistics Manager your other responsibilities will include:
Establish new parts in our ERP system.
Maintain our contract pricing in line with policy levels.
Update parts pricing and margins.
Create and distribute various monthly reports as requested and required.
Maintain a good working relationship with customers, peers and other departments.
To be successful in this role, you will need:
Safety Conscious: A strong, developed awareness and commitment to personal and peer health and safety.
Experience & Skillset: Demonstrated knowledge and previous experience within a parts or catalogue maintenance environment.
Computer literacy: Confident computer literacy skills and accurate data management. Experience with Microsoft Dynamics and advanced Excel skills would be highly regarded.
Analytical thinking: Some ability to manipulate and interpret data, with a keen eye for detail and ability to initiate change
Autonomous productivity: A self-driven initiative to plan work fronts efficiently and effectively to deliver Hitachi’s promise of Total Customer Satisfaction.
HCA also offers:
Competitive salary
Safe working conditions
Supportive management and team
Free on-site parking

Video",,
955,Senior Data Analytics Consultant,RACQ,Eight Mile Plains QLD 4113,"Eight Mile Plains QLD 4113Senior Data Analytics Consultant(Job Number: 190000VF)
Description

Want to be part of a Queensland company that truly makes a difference? Join the RACQ Analytics team in this full-time, permanent opportunity. Your work will help to inform business decisions so that we can enable our frontline teams to deliver outstanding customer service to our 1.8 million members.

As a data engineer the key responsibilities will be to gather, structure and analyse data in an AWS environment using a broad range of technologies. You will design and develop data-driven strategies and analytics solutions to improve member experience outcomes across the RACQ Group. You will also be provided with opportunities to showcase your work directly to the broader Analytics team.

This role is based at our main offices located at Eight Mile Plains.

Desired Skills & Experience:
Experience in AWS products, e.g. Redshift, S3, etc.
Experience in the development and presentation of analytic solutions using a range of tools, including, but not limited to, SQL (or equivalent database query language), Python, Cognos, TM1, Tableau, and R.
Excellent written and verbal communication skills, including ability to explain complex issues in plain terms
Demonstrated interpretation, problem-solving and decision-making skills
Ability to think outside the box and identify continuous improvement opportunities
Willingness to learn and apply initiative
RACQ is as much a part of Queensland as our people. Together we exist to make life better for each other, our members and every Queenslander, through finding better and smarter ways of doing things. With almost 2 million members, we’re big enough to make a real difference in our community, yet small enough to nurture your professional and personal development.

Working at RACQ brings some great benefits including onsite parking, staff gym and café, free Roadside Assistance and significantly discounted RACQ products and services, for you and your family.

Ready to apply? You’ve got this.

Please Note: we do not accept third party or emailed applications. You may be required to complete video interviews, psychometric testing, a medical and/or criminal history check as part of the application process.

Questions? Please contact michaela.marks@racq.com.au or visit www.racq.com.au/about/careers/our-recruitment-process
#L1-MM1

Work Locations

Eight Mile Plains 2649 Logan Road Eight Mile Plains 4113",,
956,Melbourne Sales Lead - Location Data,Ultimate Asset,Melbourne VIC,"Melbourne VIC$100,000 - $140,000 a yearTHE COMPANY
Our client is the global leader in real-world intelligence. They specialise in understanding real, human behaviour by analysing vast quantities of mobile location data. This gives businesses a uniquely powerful tool: the truth about what people actually do, to improve consumer engagement and deliver measurable sales uplift.
Our client's platform provides unmatched transparency, accuracy and scale through three proprietary technologies. This enables more effective planning, activation and measurement for marketers and business decision makers alike, fuelling the next generation of insight-driven marketing.

THE OPPORTUNITY
We are looking for an exceptional Sales Lead who is highly focused, tenacious and practical with commercial flair and excellent social and networking skills. The successful candidate is a self-starter and has the ability to use their own initiative whilst working under pressure, as well as being an effective team player.

KEY RESPONSIBILITIES

Most importantly, the Sales Lead will be able to source significant levels of new business, develop strong client relationships, mentor and support members of the team and deliver the highly professional service. Specifically;

Build and develop relationships in the Melbourne market;

Continue to build existing and new revenue streams each quarter;

Develop the team - Sales Manager and Account Manager – in tandem with the Head of sales and Managing Director;

Pro-actively look for new revenue streams across all agency groups and new clients;

Develop a strategy that has potential to turn into a high-yield team.;
Be at the forefront of any new product developments across the business and to have sales input for all roadmaps.

DESIRED SKILLS & EXPERIENCE

Strong background in digital or mobile sales;
Experience of working with clients directly and with media agencies;

Previous experience of managing a team preferable;

Expert knowledge of mobile and understanding of how mobile is traded;

Currently leveraging large budgets from media agencies / advertisers;

Have a deep contact list and experience to hit the ground running in order to quickly deliver on high sales targets.","$100,000 - $140,000 a year",
957,Data Engineer Job in Brisbane,Synergy Placements,Brisbane QLD,"Brisbane QLDInitial 6-month contract 2 x 12-month contract extensions
Brisbane CBD or Northern Suburb Location
Flexible working arrangements
Synergy Placements is currently working with a large Queensland government department in search of an experienced Data Engineer for an initial 6-month contract with a possible 2 x 12-month extensions.

As a Data Engineer, you will be required to source, integrate and make data available for use by business intelligence analysts, data scientists, and other data users. The role requires significant experience in cloud-based technologies which enable the design, build and delivery of an enterprise-wide data consumption model.
To be successful in this role you will be required to: develop and implement solutions to ingest, integrate and make available data for key stakeholders from a range of source systems and data warehouses and to also design, build and deliver data marts or enterprise-wide use.

The successful candidate will be required to:

Cloud platform experience (AWS and Azure environments highly desirable)
Demonstrable experience in data ingestion, establishing effective ingestion patterns which support the delivery of multi-dimensional dashboards, artificial intelligence, and machine learning solutions
Demonstrated experience in sourcing data from various databases and warehouses including SQL and NoSQL
Experience optimising data pipelines and automating the delivery of data marts which are scalable enterprise-wide;
Ability to develop and deliver test scripts and government data security controls which ensure data integrity and quality;
Experience building and migrating existing ETL pipelines (such as Oracle Datawarehouse’s and DataStage Jobs) to cloud environments (including Azure and AWS)
Ability to optimise business-critical requirements and curate data models which meet business needs and deliver organisational change
Experience extracting and combining data from various heterogeneous data sources to establish enterprise-wide data consumption models
Experience working with business architects and delivering information architecture documentation
Design and implement cloud-based data platforms that support business users’ self-servicing data, investigating raw data and integrate data models into AI and ML solutions.
Experience with SQL, Python, R, PostgreSQL and other cloud-based modeling and ETL tools.

Applications close on COB Monday the 20th of January.
Please send your CV in Word format to cvs@synergyplacements.com.au.
Shana Coetzer | 0450 050 076

Please Share This
Comments
comments",,
958,Principal / Executive Manager - Data Governance,Alloc8 Recruitment Solutions Pty Ltd,Perth WA 6000,"Perth WA 6000PermanentAlloc8, The Data Talent Specialists present and exclusive permanent role based in Brisbane for a Leader in Data Governance.

We've been fortunate enough to support this customer for a number of years now and Data / Data Governance is high on the agenda for 2020 and beyond.

As a leader you'll work closely with the CDO in strategising, communicating and implementing a Data Governance solution across a broad range of business units.

To be considered you'll bring the following attributes:
At least 10 years experience in the implementation and management of Data Warehouse and Data Governance related initiatives.
Proven leadership experience managing both technical and non technical data professionals.
Outstanding communication and business engagement skills.
Proven Data Governance implementation skills across Data Management, Data Quality, Master Data Management, Data Dictionaries, Data Ethics and broader Data Governance requirements.
Comfortable and experienced in large, tier one end users working with high level business executives and leaders.
Strategic mind-set with the ability to see the overall Data Governance picture whilst being able to also deliver detail.


This is a permanent role as part of a growing Data platofrm and team. You'll take ownership on delivery and have the freedom to create a best in class Data Governance platform.

Apply to Alloc8 - The Data Talent Specialists to learn more!",none,Permanent
959,Data Administrator,Diabetes NSW,Glebe NSW,"Glebe NSWContractTitle Data Administrator
Business Unit Health Services
Location Glebe
Employment Type Contract until June 2020
Position Purpose
This role is responsible for providing data entry and attendance confirmation assistance to the

Health Services business unit.
Major Responsibility Areas

Data Entry
 Enter data collected in context of health service program delivery.
 Maintain organisation and tracking of all program evaluation data and reconcile evaluations

against the health services delivery plan.
 Monitor the evaluation inbox and action or escalate cases as appropriate.
 Prepare quarterly evaluation reporting files for submission as required.
 Contribute to process improvements where identified.

Customer Service
 Provide program attendance confirmation calls to registered participants
Business Awareness
 Play an active role in the Health Services department, supporting department wide initiatives

as relevant and other activities in support of the Delivery Team strategy and wider

organisational strategy as required.
 Demonstrate an understanding of the organisation business processes and plans, including

its people practices, organisational structures and people policies and can translate this into

operational practical initiatives.
Relationship Management
 Develop and maintain cooperative relationships within the department and throughout the
organisation.
 Create a sense of cohesiveness, trust, integrity and honesty within the department and throughout
the organisation so that energies and abilities are focused on team effectiveness and the
accomplishment of results.
 Communicate effectively within the team and throughout the organisation ensuring information
sharing and awareness.
 Ensure productive relationships are developed and maintained with external suppliers.
General
 Ability to undertake the duties of the role in accordance with our Mission, Vision and values.
 Ensure all work complies with relevant fundraising and privacy legislation.
 Comply with all company policies and procedures.
 Comply with the Work Health & Safety Act 2011 and its applicable Codes of Practice and
Australian standards.
Position Description: Data Administrator Version: 1.00
Document Location: P:\ADC\HResources\Recruitment and Induction\Position Descriptions\Current PD's- All\Data Administrator.docx
THIS DOCUMENT IS UNCONTROLLED WHEN PRINTED Page 1 of 2
Position Description
 
Represent the organisation at appropriate functions and events and act as an ambassador at all
times.
Key Selection Criteria
Essential
 Excellent data entry and database management skills with typing speed of 50-60 words per
minute.
 High level of attention to detail and accuracy when dealing with large amounts of numerical data.
 Experience working with databases/CRM and Microsoft Office applications. Experience with
Dynamics 365 would be desirable
 Friendly and professional phone manner.
 Ability to prioritise workload in line with the team’s priorities and activities.
 Ability to work as part of a team or independently.

Desirable
 Experience using data integrity practices to maximise accuracy of data entry.
 Customer service experience in a call centre or receptionist environment.
Additional Information and Requirements
 This position is based primarily at the Sydney office. Some travel may be required.
 Any offer of employment may be subject to a satisfactory National Police Records Check and
Working with Children Check.
 Some afterhours work may be required for this role.
 Please note that the responsibilities outlined in this position description are not exhaustive, and

only an indication of the work of the role. The organisation can direct you to carry out duties

that it considers are within your level of skill, competence and training.
Organisation Chart

Reports To Research and Evaluation Manager
Reporting to this Position N/A
Position Description: Data Administrator Version: 1.00
Document Location: P:\ADC\HResources\Recruitment and Induction\Position Descriptions\Current PD's- All\Data Administrator.docx
THIS DOCUMENT IS UNCONTROLLED WHEN PRINTED Page 2 of 2",none,Contract
960,Marketing Data Analyst,PwC,Sydney NSW,"Sydney NSWLine of Service
Internal Firm Services
Industry/Sector
Not Applicable
Specialism
Data and Analytics Technologies
Management Level
Associate
Job Description & Summary
With PwC, you’ll ignite a meaningful career while being supported by a flexible working culture, innovative learning and development opportunities and progressive policies and benefits, such as 18 weeks paid parental leave for mums, dads and foster carers (no minimum service!)
What will you create?
You’ll help Australian businesses, not-for-profits and governments create value and improve the way they work. From digitising healthcare, to creating smarter cities and igniting our start-up industry, together we build trust in society and solve important problems.
Business Support & Firm Operations bring this to life by providing meaningful information and data to the business, while managing important supplier relationships and educating all staff on the effective use of technology and internal systems.
As a Marketing Data Analyst in our Strategic Marketing team your impact will be seen by:
Extracting, cleansing and importing data lists into our CRM system and email delivery tool
Reporting on campaign metrics, analysing and interpreting trends and providing actionable insights based on available analytics data
Deep diving and troubleshooting campaign and overall performance issues as well as identifying opportunities to improve our analytical processes
Relay analytical insights to internal stakeholders with various levels of analytical and digital knowledge and at all levels of seniority
About you

You have a background in data analysis and processing, with advanced Excel (including VBA) skills and the ability to apply continuous process improvement techniques. You will be skilled in extracting reports from multiple, complex data systems. With a meticulous attention to detail and a high level of accuracy you will be able to lead projects proactively.
Passionate about being at the forefront of change, you’re ready to help our Business Support & Firm Operations team support and enable all areas of our firm to deliver meaningful value to clients.
You’re collaborative and enjoy working in an innovative environment. You’re a problem solver by nature and want to join a firm that values the kind of people who reimagine the possible for their clients and stakeholders. Most importantly, you act with integrity and show care for the people you work with.
Life at PwC
Our culture and benefits are something we’re proud of, and also the reason we’ve been named LinkedIn’s #1 Australian workplace. With PwC, you’ll belong to an inclusive community where differences are both embraced and the underlying driver in everything we create together.
We empower you with the technology, coaching, flexibility and trust needed to make a meaningful difference, while supporting you in bringing your whole self to work each day. We’re committed to building and maintaining a diverse workforce because we know it’s only by working together that we can realise the potential of our people, clients and society around us.
We’re living this commitment through initiatives including our Reconciliation Action Plan to increase Indigenous employment and employee-led diversity networks promoting cultural, disability, LGBTI and gender equality. At our core we’re a people business, which means you’ll be supported not just in your professional development but your personal growth as well.
Sarah Cullen is the Recruitment Manager for the role. As the team experience high volumes of applications, we appreciate your patience to allow for a timely and fair process for all.
Education (if blank, degree and/or field of study not specified)
Degrees/Field of Study required:
Degrees/Field of Study preferred:
Certifications (if blank, certifications not specified)
Desired Languages (If blank, desired languages not specified)
Travel Requirements
Not Specified
Available for Work Visa Sponsorship?
No
Government Clearance Required?
No
Job Posting End Date",,
961,"Senior Data Scientist, Jira Product Analytics",Atlassian,Sydney NSW,"Sydney NSWDo you have a passion for crafting products and insights with data? Do you love finding the next big ‘aha’ insight which changes the way a business thinks about their customers? Would you like to drive real change with global impact at the HQ of the world's hottest SaaS company?

Atlassian is looking for a Senior Data Scientist to join our Product Analytics team in Sydney, Australia. We’re seeking someone with strong business instincts, creativity and analytics mastery, who is passionate about applying these skills to drive smarter product decisions and ultimately, delight our customers.

You’ll be joining the Jira Shared Experience team, a multi-discipline product organisation who has the mission to craft cohesive and connected experiences in Jira that transform how technical teams (our customers) collaborate. You will also be a valued member of the Analytics and Data Science team. Your peers will rely on your expertise and you will help drive initiatives that keep Atlassian at the forefront of world-class in analytics and data science.
In this role you’ll get to:
Play with our seriously large volume of analytics data to understand insightful trends and employ this behavioural data and insights to intelligently to improve user journeys and customer value
Envision, scope, and execute projects by collaborating with partners, customer research, data engineers and other analysts
Foster a world-class analytics culture, leading by example, through education and creation of self-service tools, to make a lasting change in how your partners use data to make decisions
On the first day, we'll expect you to have:
3+ years of experience applying your analytics skills to drive projects which have had proven impact to strategic and product roadmap decisions
An agile development mindset, appreciating the benefit of constant iteration and improvement. A very high bar for output quality, while balancing “having something now"" vs. ""perfection in the future""
Expertise in data manipulation and statistical programming languages (e.g. SQL, R, Python), and knowledge of cloud data environments (e.g. AWS)
Experience in A/B experimentation
Strength in one or more visualisation tools (Tableau, R-Shiny, etc)
Strong ability to communicate. Explaining complex concepts to diverse audiences, and crafting compelling stories.
Familiarity working with Product Management, Engineering, Design, Customer Research and Data Engineering teams
A degree in a quantitative discipline (e.g. statistics, mathematics, physics, econometrics, or computer science)
It's great, but not required, if you have:
Previously worked in global teams and high growth companies
An understanding of the SaaS development, business model and metrics
Experience in customer analytics, particularly analytical insight into how product changes impact customer and user happiness and engagement
Are an active member of the broader analytics and data science community
More about our team
Product Analytics at Atlassian is an exciting and ever-evolving space. At our core, we drive value for both our customers and the business by understanding how and why our customers use and love our products. We are a collaborative team of high achievers. We love to explore, challenge and have a lot of fun along the way.

More about our benefits

Whether you work in an office or a distributed team, Atlassian is highly collaborative and yes, fun! To support you at work (and play) we offer some fantastic perks: ample time off to relax and recharge, flexible working options, five paid volunteer days a year for your favourite cause, an annual allowance to support your learning & growth, unique ShipIt days, a company paid trip after five years and lots more.

More about Atlassian

Creating software that empowers everyone from small startups to the who’s who of tech is why we’re here. We build tools like Jira, Confluence, Bitbucket, and Trello to help teams across the world become more nimble, creative, and aligned—collaboration is the heart of every product we dream of at Atlassian. From Amsterdam and Austin, to Sydney and San Francisco, we’re looking for people who want to write the future and who believe that we can accomplish so much more together than apart. At Atlassian, we’re committed to an environment where everyone has the autonomy and freedom to thrive, as well as the support of like-minded colleagues who are motivated by a common goal to: Unleash the potential of every team.

Additional Information

We believe that the unique contributions of all Atlassians is the driver of our success. To make sure that our products and culture continue to incorporate everyone's perspectives and experience we never discriminate on the basis of race, religion, national origin, gender identity or expression, sexual orientation, age, or marital, veteran, or disability status.

All your information will be kept confidential according to EEO guidelines.",,
962,Data Administrator,Boehringer Ingelheim,Australia,"AustraliaData Administrator-200468

Data Administrator
Permanent / Full time
Macquarie Park, NSW
Animal Health Division

The Boehringer Ingelheim Animal Health business is a global leader in animal health. Our work is guided by a passionate belief in a future in which no animal suffers from a preventable disease.


We provide advanced, preventive animal healthcareWe develop vaccines, parasiticides and pharmaceuticals that protect animals against disease and painWe develop new and advanced therapies to help manage chronic diseases more effectively, limiting pain and slowing down disease progression
Across the globe, we create the future of animal well-being, a future defined by science and powered by innovation, so critical for our success. Through our innovative and ground-breaking solutions, our highly-skilled employees support farmers, veterinarians and pet owners who raise and deeply care for their animals.

Reporting to the Program Manager for Commercial Policy, we have an exciting opportunity for a Data Administrator to be based in Macquarie Park, NSW.

The purpose of this role is to own data quality through cleansing, mapping, loading, processing and reporting/processing data for the purpose of calculations and analysis of rebates,contracts, pricing, products and customers. This includes providing analytical support for the Key Account teams for the entire BIAH business (Pet/Equine, Cattle/Sheep, Swine) and liaising with the sales and Key Account teams and customers as required.

The Role:

Assist Commercial Policy team with implementation of pricing and adjustments
Administration and reporting/visualization of rebates for Key Accounts and Wholesalers across both Companion and Livestock Business SegmentsManage and validate the incoming data from wholesalers and distributorsAssist CRM Administrator with customer data change requests and cleansing activities as requiredAssist Commercial Policy and CX teams with any other tasks/requirements to ensure projects are delivered on time and customer needs are metWork in collaboration with colleagues in the department on other projects, take on regular reporting/tasks from other team members where required (e.g. when they are absent)

What you will have:

Advanced Excel skillsExperience working with database management and different reporting systemsGood communication skillsHigh attention to detailProven ability to work with large data sets
Passion for data and systemsExcellent communication and interpersonal skills and ability to articulate financial implicationsResults-focusedAbility to work collaboratively and influence without authority

Who we are

At Boehringer Ingelheim we create value through innovation with one clear goal: to improve the lives of patients. We develop breakthrough therapies and innovative healthcare solutions in areas of unmet medical need for both humans and animals. As a family owned company we focus on long term performance. We are powered by 50,000 employees globally who nurture a diverse, collaborative and inclusive culture. Learning and development for all employees is key, because your growth is our growth.

Want to learn more? Visit boehringer-ingelheim.com and join us in our effort to make more health.

What we offer

Boehringer Ingelheim offers a competitive remuneration package including flexible salary packaging options, and industry-leading lifestyle benefits including attractive leave options, paid parental leave, subsidised health insurance and a free and confidential Employee Assistance Program.

We want the best to apply!

Boehringer Ingelheim is a global employer who takes pride in maintaining a diverse and inclusive culture. We embrace diversity of perspectives and foster an inclusive environment which benefits our people, patients and communities. We are interested in the best people working for us, which is why we adopt a responsible, open-minded approach to employment that complies with the Australian Fair Work Act.

How to apply

If you would like to be part of this highly driven and successful team please submit your CV and a covering letter addressing the key criteria above.

You must have the right to live and work in this location to be considered for this opportunity.

Thank you for taking the time to consider a career opportunity with Boehringer Ingelheim. As part of our efforts toward continuous process improvement, you may receive a short survey pertaining to this recruitment process. We really appreciate your honest feedback. Thank you.
It is Boehringer Ingelheim's policy not to accept speculative resumes from Agencies, unless the role has been released directly to the agency. If we require your assistance on any roles we will contact you at the time.

#LI-BI


Job - Analytics/Forecasting/Insights
Primary Location - Africa, Asia, Australasia-Australia
Organization - AU-Boehringer Ingelheim Animal Health Australia Pty Ltd
Schedule - Full-time",,
963,"Senior Data Scientist, DevOps Product Analytics",Atlassian,Sydney NSW,"Sydney NSWDo you have a passion for crafting products and insights with data? Do you love finding the next big ‘aha’ insight which changes the way a business thinks about their customers? Would you like to drive real change with global impact at the HQ of the world's hottest SaaS company?

Atlassian is looking for a Senior Data Scientist to join our Product Analytics team in Sydney, Australia. We’re seeking someone with strong business instincts, creativity and analytics mastery, who is passionate about applying these skills to drive smarter product decisions and ultimately, delight our customers.

You’ll be joining Atlassian’s DevOps team, a multi-discipline product organisation who has the mission to help our customers adopt DevOps practices so they can build, test, and release software faster and more reliably. You will also be a valued member of the Analytics and Data Science team. Your peers will rely on your expertise and you will help drive initiatives that keep Atlassian at the forefront of world-class in analytics and data science.
In this role you’ll get to:
Play with our seriously large volume of analytics data to understand insightful trends and employ this behavioural data and insights to intelligently to improve user journeys and customer value
Envision, scope, and execute projects by collaborating with partners, customer research, data engineers and other analysts
Foster a world-class analytics culture, leading by example, through education and creation of self-service tools, to make a lasting change in how your partners use data to make decisions
On the first day, we'll expect you to have:
3+ years of experience applying your analytics skills to drive projects which have had proven impact to strategic and product roadmap decisions
An agile development mindset, appreciating the benefit of constant iteration and improvement. A very high bar for output quality, while balancing “having something now"" vs. ""perfection in the future""
Expertise in data manipulation and statistical programming languages (e.g. SQL, R, Python), and knowledge of cloud data environments (e.g. AWS)
Strength in one or more visualisation tools (Tableau, R-Shiny, etc)
Strong ability to communicate. Explaining complex concepts to diverse audiences, and crafting compelling stories.
Familiarity working with Product Management, Engineering, Design, Customer Research and Data Engineering teams
A degree in a quantitative discipline (e.g. statistics, mathematics, physics, econometrics, or computer science)
It's great, but not required, if you have:
Previously worked in global teams and high growth companies
An understanding of the SaaS development, business model and metrics
Experience in A/B experimentation
Are an active member of the broader analytics and data science community
More about our team
Product Analytics at Atlassian is an exciting and ever-evolving space. At our core, we drive value for both our customers and the business by understanding how and why our customers use and love our products. We are a collaborative team of high achievers. We love to explore, challenge and have a lot of fun along the way.

More about our benefits

Whether you work in an office or a distributed team, Atlassian is highly collaborative and yes, fun! To support you at work (and play) we offer some fantastic perks: ample time off to relax and recharge, flexible working options, five paid volunteer days a year for your favourite cause, an annual allowance to support your learning & growth, unique ShipIt days, a company paid trip after five years and lots more.

More about Atlassian

Creating software that empowers everyone from small startups to the who’s who of tech is why we’re here. We build tools like Jira, Confluence, Bitbucket, and Trello to help teams across the world become more nimble, creative, and aligned—collaboration is the heart of every product we dream of at Atlassian. From Amsterdam and Austin, to Sydney and San Francisco, we’re looking for people who want to write the future and who believe that we can accomplish so much more together than apart. At Atlassian, we’re committed to an environment where everyone has the autonomy and freedom to thrive, as well as the support of like-minded colleagues who are motivated by a common goal to: Unleash the potential of every team.

Additional Information

We believe that the unique contributions of all Atlassians is the driver of our success. To make sure that our products and culture continue to incorporate everyone's perspectives and experience we never discriminate on the basis of race, religion, national origin, gender identity or expression, sexual orientation, age, or marital, veteran, or disability status.

All your information will be kept confidential according to EEO guidelines.",,
