,job_title,company_name,location,salary,job_desc
8,Senior Systems Engineer,Juniper Networks,Melbourne VIC,,"Works on complex issues where analysis of situations or data requires an in-depth evaluation of variable factors.
Understand competitors’ products and services."
9,DevOps Engineer (with Big Data and AWS experience),Collabera Technologies Pvt. Ltd. Inc,Melbourne VIC,,"Must have 7+ years of experience as a DevOPS engineer with expertise on Big Data and AWS.
The candidate can work temporarily with no restriction on hours …"
5,Field Service Engineer,Sidel Oceania,Melbourne VIC,,"In turn, we apply our solid technical knowledge and smart data analytics to ensure lifetime productivity reaches its full potential."
7,B1 and B2 LAME (Licenced Aircraft Maintenance Engineer),Skytraders,Melbourne Airport VIC,,"Ensuring maintenance carried out is completed in accordance with the Skytraders MCM and MOM and aircraft approved data.
CASA B1 or B2 Licence."
8,GHD Digital,GHD,Melbourne VIC,,"Strong ability to rapidly ingest, transform, engineer and visualise data for both ad-hoc and product level.
Addressing the challenges of the fourth industrial…"
9,DevOps Engineer,Collabera technologies,Melbourne VIC,,"Must have 7+ years of experience as a DevOPS engineer with expertise on Big Data and AWS.
No work eligibility is required, I am willing to sponsor the right…"
10,Data Scientist,HAYS,Melbourne City Centre VIC,,"Preferred knowledge of text analytics/dealing with unstructured data.
Awareness of ethical and regulatory constraints in utilising various data sets."
11,Engagement Project Coordinator,Canonical,Melbourne VIC,,Excellent understanding of and ability to manage key shared (non-dedicated) technical and business stakeholder roles and responsibilities in service delivery…
12,Microservices Developer,Carecone,Melbourne VIC,,"The ability to work independently with minimal management supervision and as part of a team of engineers.
Ensure all systems, platforms and applications are…"
13,Project Electrical and Instrumentation (E&I) Engineer,CSL Behring,Broadmeadows VIC,,"A strong ability to work alongside other project engineers and consultants to deliver specific projects in tight timelines.
We are looking for candidates with:"
14,Software Support,Igloo Vision,Melbourne VIC,,"Our systems use cutting edge VR to create interactive training with game engines, real-time data visualisations, 5D movie playback and much more."
6,DevOps/Data Engineer,Bluefin Resources,Melbourne VIC,,"AWS gun working on a data platform.
Ensure ongoing availability of our data platform and its operational and performance efficiency."
7,Senior Signalling Engineer,ALSTOM,Melbourne VIC,,"This will include all aspects of signalling activities (signalling circuit, signalling system architecture , control tables, interlocking principles and…"
9,Intelligence Optimization Analyst,"FireEye, Inc.",Melbourne VIC,,"Ability to interpret internal data sources and open source data.
The analyst will utilize FireEye’s sources, methods, and data to provide the client with…"
10,Chief Engineer,Leidos,Scoresby VIC,,"You will be a degree qualified engineer with at least 15 years of experience in defence engineering and large ASDEFCON projects.
That’s where you come in..."
11,Mechanical Engineering Technologist required,Melbourne Autogas,Melbourne VIC,"$50,000 - $60,000 a year",Guaranteeing the maintenance of engine room logs. administration of data and documentation in accordance with Plant Management Systems requirements.
12,Facility Engineer,Equinix,Derrimut VIC,,"Infrastructure data Analysis and Forecasting - Infrastructure data readings gathered, documented, analysed and forecasted."
13,Developer,ME Bank,Melbourne VIC,,"Experience working as a back end software engineer within the Java eco-system, full stack experience is also beneficial.
We are on a journey."
14,Machine Learning Engineer,Eliiza,Melbourne VIC,,We have a great opportunity for a Machine Learning Engineer to join a forward thinking team who apply Artificial Intelligence and Machine Learning to solve real…
6,"Data Platform Engineer - $130,000 - $150,000 + Super",Talentpool Recruitment,Melbourne VIC,"$130,000 - $150,000 a year","You will work alongside an already established development team, but you will be the first data engineer in the group.
$130,000 - $150,000 + Super."
9,Sr. Technical Support Engineer,Ping Identity,Melbourne VIC,,"The office, located in Melbourne, operates from 8am to 6pm with each engineer performing their role over an 8hr shift within the office hours."
10,Java and Microservices Developer,Accenture,Melbourne VIC,,Ii) ability to question and clarify all required system interactions at an attribute level in order to properly grasp the E2E data exchanges/flows.
12,Control Systems Engineer,Enginuity People,Melbourne VIC,"$90,000 - $130,000 a year",Ensure that real-time data is available and that control mechanisms are operating effectively and efficiently for use by system operations and network…
13,Automation Engineer,CSL Behring,Broadmeadows VIC,,The Automation Department at CSL Behring Australia delivers both project and operational support to the highly automated facilities on our Broadmeadows site.
14,Solution Designer,Capgemini Australia,Melbourne VIC,,"Experience in building data pipelines for data lake.
Be a focal design and technical guide for data engineers including pattern design, development and…"
6,Mechatronics Engineer,Blackbook Executive,Melbourne VIC,,"Familiar with data logging/acquisition technology.
Execute exploratory testing and analyse data to guide design decisions in the development process."
8,"Team Lead, Engineering",Zendesk,Melbourne VIC,,"Recruit, onboard and develop hardworking and passionate software engineers for the team.
As an Engineering Lead at Zendesk, you’ll utilise both your leadership…"
9,Genesys Engineer,Clicks IT Recruitment,Melbourne City Centre VIC,"$70,000 - $75,000 a year","Ensuring your IT environments are secure and customer data protected is what's keeping your executives awake at night.
Work as part of a team."
10,QA Automation Engineer,Cyara,Melbourne VIC,,"Analyse production data to come up with innovative ways of replicating production scenarios in an automated test environment.
Our promise is Customer Smiles."
11,"DevOps Engineer / DevOps Analyst / Data Engineer - Hadoop, Python, Bash, Java",Infinity Pro,Melbourne VIC,,"Demonstrated experience in advanced analytics, data filtration, statistical data modelling (ie: regression models), data segmentation and other data models /…"
12,Senior Data Engineer,Versent,Melbourne VIC,"$130,000 - $160,000 a year","Experience building and optimizing ‘big data’ data pipelines, architectures and data sets.
Continually strive toward optimal extraction, transformation, loading…"
13,Solutions Engineer,Geofencing Company,Melbourne VIC,"$120,000 - $130,000 a year",Train and educate engineers and configuration specialist at customer sites to create product champions internally within the customer organization.
14,Senior Software Engineer - Melbourne,WiseTech Global,Melbourne VIC,,"Accordingly, by applying for this role and providing your personal information to WiseTech Global, you consent to WiseTech Global providing this information to…"
6,Senior Customer Support Engineer,Imprivata,Melbourne VIC,,"Ensures CRM data are kept up to date at all times.
Come join a winning team!
Take a walk around our offices and you’ll see a dedicated group of professionals…"
7,Senior Software Engineer,"Flexera Software, Inc.",Melbourne VIC,,"Analytics, data modelling, DevExpress, and software license & asset management.
Flexera is developing solutions that global enterprises use to turn IT insight…"
8,Senior Cloud Application Engineer,Oracle,Melbourne VIC,,"As a Cloud Application Engineer, you will join a team of skilled application engineers entrusted with application operations of these global datacentres helping…"
9,Automation Test Engineer,Casa Systems Inc,Surrey Hills VIC,,Netcomm was established in 1982 by a small team that developed Australia’s first modem and has engineered many new generations of world-first data communication…
11,Industrial Engineer,Bucher Municipal,Clayton VIC,,"Assessing processes, taking measurements and interpreting data and proposing countermeasures.
We have a fantastic opportunity for you to design and implement…"
12,Digital Analytics Specialist,MightyHive,Melbourne VIC,,"Able to relay technical requirements to engineers for execution of custom code.
Experience in tag architecture analysis and using tagging platform(s) to execute…"
13,Global Black Belt,Microsoft,Melbourne VIC,,The Cybersecurity Solutions Group (CSG) empowers enterprises to confidently move to the cloud and modernize their platforms by delivering the security solutions…
14,Engineer - Rail Signalling,Arcadis,Melbourne VIC,,"Your role will include: Concept & scheme development, including feasibility studies, business case preparation and concept design; Signal design and preparation…"
4,Environment Manager,DWS,Melbourne VIC,,"Coordinate activities of release engineers to automate the setup and configuration of test environments.
Ability to understand modern approaches to deployment…"
6,Design Engineer - Fiber to the X,Viiew,Melbourne VIC,,"For us, intelligent means data driven, connected, digital, and secure.
Viiew specialise in workforce-as-a-solution services, allowing clients the flexibility to…"
7,Rail Operations and Planning Consultant - Melbourne,WSP Australia,Melbourne VIC,,"Ability to synthetise complex technical data into short reports for clients.
Equipped with an intimate understanding of local intricacies, world-class talent…"
9,Senior Geotechnical Engineer,Senversa,Melbourne VIC,,"Experience in the interpretation of ground investigation data.
Senversa Pty Ltd is an Australian employee owned environmental and geotechnical consulting firm."
10,Adobe Campaign Developer,NAB - National Australia Bank,Melbourne VIC,,"Familiarity with security standards such as TLS, SSL, HTTPS, data encryption.
Work type: Permanent Full time.
Be part of the Campaigns team within NAB’s Digital…"
12,Senior Data Engineer - Multiple Roles,Versent,Melbourne VIC,"$100,000 - $160,000 a year","Experience building and optimizing ‘big data’ data pipelines, architectures and data sets.
Continually strive toward optimal extraction, transformation, loading…"
13,Wintel Server Engineer,Michael Page,Melbourne VIC,,"Vulnerability management - Vulnerability remediation on Windows based on Qualys data, IBM BigFix (preferable).
2 x 12 Month Contractors."
4,DevOps Engineer - Tech Startup,Michael Page,Melbourne VIC,"$800 - $1,200 a day","Breaking down a monolithic Java application into microservices and containerising, along with managing all the APIs, migration of data."
5,Lead Technical Signalling Engineer,Aurecon Group,Melbourne VIC,,"Preparation of investigations, including data gathering and report writing to support scope preparation, costing, design and commissioning outputs."
6,Principal iOS Engineer - Ippon Australia,Ippon Australia,Docklands VIC,"$190,000 - $260,000 a year","Our mobile (iOS) engineers work closely with software engineers, product managers and cloud engineers to solve user problems and help ship compelling…"
7,Windows 10 Desktop Support Engineer(M11),Finite IT,Melbourne VIC,"$90,000 - $120,000 a year","Experience as a desktop support engineer.
FinXL IT Professional Services is an innovative Australian owned company providing our clients with technology enabled…"
8,Computer Network and System Engineer,SAI Home and Community Care,Frankston VIC,"$55,000 - $65,000 a year","Network and system engineer: 2 years (Required).
Administer the access of third-party applications in order to avoid any damage to the company’s data and…"
9,Principal,Aon Corporation,Melbourne VIC,,"Join a leading, global risk management organisation.
Fantastic future career opportunities to develop in a number of directions.
In this role, you will:"
10,Operations Engineer,Launch Recruitment,Melbourne VIC,"$140,000 a year","Managing stakeholders, complex network changes, complex technical investigations and managing systems engineering you'll love this permanent opportunity."
11,Senior Software Engineer,FINEOS Corporation,Melbourne VIC,,"Experience with SQL and data model design, with exposure to working on different relational databases such as Oracle and SQL Server.
What will you be doing?"
12,Senior Acoustic Engineer,Mott MacDonald,Melbourne VIC,,"Research and coordination of development into improved technical capabilities, including tools to streamline and automate the collection and processing of data."
13,Principal DC Infrastructure Availability Engineer,Amazon Corporate Services Pty,Melbourne VIC,,"Direct experience with the design, construction, operation, or maintenance of data centers.
10+ years of experience directly related to data center or mission…"
4,Application engineer - Solar and Battery storage,ACRWORLD,Melbourne VIC,"$70,000 - $90,000 a year","Ability to analyse and develop sales data.
Research sales data and customer information to develop and implement strategic customer plans."
5,Senior Systems Sales Engineer,Honeywell,Abbotsford VIC,,"Innovate to solve the world's most important challenges.
At Honeywell, we are driven to create teams with a mix of styles, thinking and people – because we know…"
6,QE Engineer - Melbourne based,Revolution IT Pty Ltd,Melbourne VIC,,"Exciting projects and opportunity within multiple clients.
Revolution IT is seeking a Performance Test Engineer looking to take the next big step in their…"
7,Field Service Technician (FST),Vitalis Extraction Technology,Melbourne VIC,,"Vitalis engineers, manufacturers, and markets supercritical fluid extraction systems used to separate concentrates from organic materials."
8,Sr. Java Microservices Engineer,Adaps,Melbourne VIC,,"The ability to work independently with minimal management supervision and as part of a team of engineers.
Ensure all systems, platforms and applications are…"
11,"Senior Analyst, Quality Engineer",NAB - National Australia Bank,Melbourne VIC,,"We are rapidly building top-notch data and analytics platforms in the cloud, with a new culture and ways of working; adopting FinTech start-up mentality and…"
12,Data Scientist,Australia Wide Personnel Group,Melbourne VIC,"$100,000 - $120,000 a year","The data will be essentially ""time series biological data"".
You should note that this is not a ""big data"" or ""data mining"" role.
This is an Australian company."
13,Data Scientist - Remediation Analytics,Robert Walters,Melbourne City Centre VIC,,Join a high-performing and collaborative team of data engineers and data scientists within cross-functional Remediation squads to support the timely resolution…
4,"Senior Software Engineer, Cash App",Cash App,Melbourne VIC,,"Strong desire to perform and grow as an engineer.
This includes expansion into new markets, scaling our infrastructure, growing our Cash Card program and…"
5,B2B Marketing,Five Senses Coffee Pty Ltd,West Melbourne VIC,,"Ability to read, analyse and clearly present Google Analytics and Digital Advertising data.
This role starts out as a 12 month contract initially with the…"
7,Presales Solutions Consultant,Hitachi Vantara,Melbourne VIC,,Actively participates in the presales specialisation program and acts as an expert source for peer systems engineers within the region.
8,Data Scientist (First of it's kind Project),Firebrand,Melbourne VIC,,"An ability to work within a multidisciplinary team to seek requirements for analysis, output format and visualisation, and provide requirements to data…"
9,BIM Technician - MEP,Arup,Melbourne VIC,,"We are truly global, and our 15,000 planners, designers, engineers and consultants around the world deliver innovative projects with creativity and passion."
10,Grid Connection Lead,Vestas,Melbourne VIC,,"Through our industry-leading smart data capabilities and unparalleled more than 86 GW of wind turbines under service, we use data to interpret, forecast, and…"
11,Senior Product Designer - Extensibility,Zendesk,Melbourne VIC,,"By submitting your application, you agree that Zendesk may collect your personal data for recruiting, global organization planning, and related purposes."
12,Asset Planner Strategist,Broadspectrum,Melbourne VIC,,"Drive RCM strategies through the use of data analytics.
Broadspectrum is an operations, maintenance and construction services organisation, operating globally…"
13,Senior Devops Engineer,Coles,Hawthorn East VIC,,"We drive evolutionary architecture, technical innovation and data driven decisions to implement our strategy.
We pride ourselves on being a creative and forward…"
4,Senior Software Engineer,Vlocity,Melbourne VIC,,"You will work in a highly agile environment, with product managers, engineers and customers, as well as with our leadership team, using iterative and test…"
5,Engineering Team Lead,Zendesk,Melbourne VIC,,"Influence a massive global engineering organisation of more than 1,000 engineers and hundreds of teams across a number of engineering offices."
6,Network Architect,Transurban,Docklands VIC,,"The successful applicant will be tasked to work on technology roadmaps, network strategy and provide direction to major programs of work, network designers,…"
8,Senior Engineer - Salesforce (SFDC),cbus,Melbourne VIC,,"Be part of a supportive and collaborative culture.
Great CBD location, close to Parliament train station.
12-month Maximum Term Contract contract opportunity."
9,Network Engineer,Robert Half Australia,Melbourne VIC,$600 a day,"The ideal candidate must demonstrate the exceptional knowledge of data networking principles and managing high-level networks.
CCNA or CCNP is highly desirable."
10,Senior Power Systems Engineer,Lloyds Register,Melbourne VIC,,"Experienced in managing data, spreadsheets and producing reports, KPIs and recommendations.
We see sustained growth and offer the opportunity to work within an…"
11,Security Researcher,Microsoft,Melbourne VIC,,"Strong research skills, data knowledge, and ability to analyze and present complex data visually in a meaningful way."
12,Software Engineer (1-2 Years),Visda Technologies,Melbourne VIC,,"NET, C#, XML, JavaScript, AJAX, CSS.
1.Must have experience with designed and integrated web portals with ASP.
NET, C# and SQL server Environment."
13,Full Stack Developer,The Network IT,Melbourne VIC,"$90,000 - $110,000 a year","The opportunity is for multiple skilled Full Stack developers with passion for technology and best coding practices to engineer the latest data analytics tools,…"
4,Scrum Master,Cyara,Melbourne VIC,,"Experience scaling Agile to an engineering organisation of fifty software engineers or more in size.
Become a SCRUM MASTER with CYARA.
What You’re Looking For:"
9,Interview Engineer,Karat,Melbourne VIC,,"Experienced software engineers who believe that interviewing is a first-class job.
Interview Engineers include software development managers, software engineers…"
11,Senior Devops Platform Engineer,ME Bank,Melbourne VIC,,"Popular culture – that’s not a claim, we’ve got the data to prove it.
You’re a highly experienced back end engineer with Experience with cluster deployment and…"
13,Cloud Architect,AWS Australia Pty Ltd,Melbourne VIC,,"5+ years experience in a customer-facing, sales-aligned role such as consultant, solutions engineer or solutions architect."
0,Communications Network Engineer,Polyglot Group,Melbourne VIC,,"Aggregation/Distribution network layer 3 architecture to distribute the data from the tunnel to the Data Centers.
Development of the Communications network."
1,Data Scientist,Australia Wide Engineering Recruitment,Melbourne VIC,,"The data will be essentially ""time series biological data"".
You should note that this is not a ""big data"" or ""data mining"" role.
This is an Australian company."
2,Network Engineer,Michael Page,Melbourne VIC,,"Mentoring and supporting junior engineers within the network team.
Participation in data centre and WAN architecture design and pre-sales work."
3,Senior Power System Engineer,Underwriters Laboratories Inc.,Melbourne VIC,,"Lead engineer working across a range of projects, providing expertise and support.
Development and maintenance data and models necessary to carry out…"
4,Senior Project Controls Engineer,GE Renewable Energy,Richmond VIC,,"Make sure that cost data is being gathered in a proper format to allow for a concise closeout report.
The Senior Project Controls Engineer must be able to do…"
5,"Cloud Security Engineer (AWS, Identity Management, OKTA)",Cbus Super,Melbourne VIC,,"Cryptography controls and underlying concepts to secure data experience.
As a part of our Enterprise Technology Transformation Programme, our cloud solution is…"
6,Senior Test Analyst,NAB - National Australia Bank,Melbourne VIC,,"Establish, maintain and support Test Automation Frameworks to schedule and at a high level of quality in collaboration with other quality engineers."
7,Senior Software Engineer - Machine Learning Products,Xero,Melbourne VIC,,"We are the center of expertise for data architecture, data modeling, machine learning, ethical data usage and artificial intelligence service design."
9,Patch Management Engineer,Talent International,Melbourne VIC,,"Strong understanding of data communication concepts and network/software configuration management.
Contract: Initial 6 Months + Extensions."
1,Sales Engineer,Flexi Personnel,Melbourne VIC,,"Maintain accurate Customer records, CRM data and Sales reporting data which will enable you to maximise potential from customer base."
2,"Senior Consultant, Engineer",NAB - National Australia Bank,Melbourne VIC,,"Ensure all systems, platforms and applications are compliant with and operating to relevant security and data protection standards.
Good understanding of CI/CD."
3,"Senior Analyst, Java Engineer",NAB - National Australia Bank,Melbourne VIC,,"Data ingestion technologies and capturing meta-data and data lineage.
Able to work with different data types e.g. streaming, real-time, file based, RDMS,…"
4,Senior Information Security Engineer,Tesla,Cremorne VIC,,"Analyze security data and report on system security status across various platforms and environments.
We regularly send over-the-air software updates to our…"
6,Senior Security Engineer,NTT,South Melbourne VIC,,"Mentor and delegatge lower complexity tasks to engineers and technicians.
For us, intelligent means data driven, connected, digital, and secure."
7,Senior McAfee Engineer,Talent International,Melbourne VIC,"$130,000 - $150,000 a year","POPULATE LIST if ($(""ul[data-saved-jobs-list]"").length){ if (items.length > 0){ $(""ul[data-saved-jobs-list]"").html(items.join( """" )); }; $(""span[data-saved-jobs…"
8,Project Manager,Cyient,Melbourne VIC,,"Act as a mentor to engineers in additional areas including career development.
Cyient is an acknowledged leader in engineering design services, design-led…"
9,Senior UX Writer,REA Group,Melbourne VIC,,"Run experiments and leverage data & analytics to inform content choices and evaluate it’s impact.
Regularly use empathy, logic and data to present & rationalise…"
0,Solution Architect,DWS,Melbourne VIC,,"Working with engineers to ensure their detailed designs are workable & fit for purpose.
We provide a wide range of services including IT consulting, managed…"
1,Inbound Customer Interaction Officer,Veritas Recruitment,Melbourne VIC,,"Arrange warranty repair requests by entering data into the management system.
Booking engineers and authorized technical service providers to attend repairs…"
2,Windows Patch Management Engineer,Adaps,Melbourne VIC,,"Strong understanding of data communication concepts and network/software configuration management.
Create and maintain reports for patch compliance and system…"
4,"Test Automation Engineer, Service Virtualization (LISA)",Adaps,Melbourne VIC,,"Identify environment and data requirements.
Senior Analyst Test Automation Engineer – Service Virtualization.
Large Financial Organization in Melbourne CBD."
5,"Enterprise Architect Melbourne, Victoria",VMware,Melbourne VIC,,"We look beyond the barriers of compromise to engineer new ways to make technologies work together seamlessly.
Data Modeling, Analysis & Administration (big data…"
6,Data Scientist / Machine Learning (blockchain),Crypto Recruit,Melbourne VIC,"$100,000 - $150,000 a year","Experience in applying statistical or machine learning approaches to data analysis.
Happy to work with pools of raw data provided by our clients and customers."
7,Environmental Engineer,Aspect Personnel,Melbourne VIC,"$90,000 - $120,000 a year","Attention for detail specifically with data review, reporting and work planning,.
As an environmental engineer (or scientist), your day will be varied, and…"
8,Enterprise Account Executive (MSP/Cloud),Commvault,Southbank VIC,,Keep your data accessible and actionable with a single solution that ensures your data is always available — no matter what.
0,Cloud Engineer (AWS),Peoplebank,Docklands VIC,,"Work on software and data engineering for bespoke projects.
Able to work with different data structures e.g. streaming, real-time, file based, RDS, noSQL, etc."
1,Quality and Process Engineer - Melton,Workforce International Pty Ltd,Melbourne Western Suburbs VIC,,"Advance data analysis and synthesis.
Analytical: Able to critically examine various data and make sound conclusions and recommendations."
2,Database Administrator/ DevOps Engineer,Davidson Recruitment,Melbourne VIC,,"Replicate the data from On-premises Oracle to AWS RDS.
A large financial services client of us.
Looking for a Database Administrator (Oracle) with Devops and…"
3,AWS Cloud Engineer,Correlate Resources,Melbourne VIC,"$800 - $1,000 a day","You'll need to have at least five years' experience as a cloud data architect leveraging related AWS data services.
THE SKILLS YOU WILL NEED."
4,Security System Integrator,Thales Group,Melbourne VIC,,We are currently seeking applications from Software integration engineers to join our dynamic Air Space Mobility team in Melbourne.
5,Network Engineer (Palo Alto),halcyonknights,Melbourne VIC,,"Network Engineer (Palo Alto)- 6 months Contract.
Great opportunity for a Senior Network Engineer with strong experience with Palo Alto Firewall (Policies and…"
6,Cyber Security Operations Consultant - Secureworks,Dell,Melbourne VIC,,"Join a talented, dedicated, and diverse team of researchers, analysts, engineers, consultants and business professionals who are focused 100% on protecting our…"
7,Senior .Net Developer (Sitecore),AKQA,Melbourne VIC,,Our Back End Engineers are expert problem solvers who develop seamless data exchange systems that power business solutions in the most optimal and scalable…
8,Software Engineer (React Native) #T01-03,Bluedot,Melbourne VIC,,"We provide precise, first-person location data, via the brand's mobile app, to complement digital profiles and wow customers, at scale."
1,Senior Channel Pre-Sales Engineer,SonicWall,Melbourne VIC,,"Backed by research from SonicWall Capture Labs and the formidable resources of over 26,000 loyal channel partners around the globe, our award-winning, real-time…"
2,Platform Engineer,Adaps,Melbourne VIC,,"Veritas cluster server and volume manager.
The Senior Platform Engineer (Unix) is responsible for the following:
Manage platform availability and recovery."
3,"Security Engineer, Incident Response",Tesla,Cremorne VIC,,"Large scale analysis of log data using tools such as Splunk or ELK.
Analyze security data and report on threats and incidents across various platforms and…"
5,Field Engineers x 3,Milestone IT,Melbourne VIC,,Milestone IT is currently working with this brilliant Organisation who right now has a number of opportunities for experienced Field Engineer x 3 to join a…
7,"Director, Business Development",Art Processors,Melbourne VIC,,"We're a talented and diverse group of creative thinkers, problem solvers, designers, writers, producers and engineers.
A little about the role..."
8,Software Engineer (Full Stack JS),Bluedot,Melbourne VIC,,"We provide precise, first-person location data, via the brand's mobile app, to complement digital profiles and wow customers, at scale."
9,Verification and Validation Systems Engineer,HAYS,Melbourne City Centre VIC,,"In accordance with contractual data item descriptions, generate or support the production of required V&V artefacts, Requirements Traceability Matrix,…"
1,"Commercial Account Executive, Melbourne",Commvault,Southbank VIC,,Keep your data accessible and actionable with a single solution that ensures your data is always available — no matter what.
2,Principal Engineer / Development Lead,NAB - National Australia Bank,Melbourne VIC,,"We are rapidly building top-notch data and analytics platforms in the cloud, with a new culture and ways of working; adopting FinTech start-up mentality and…"
3,AWS Engineer,Peoplebank,Melbourne City Centre VIC,,"The successful candidate will work on backend functions and APIs, passing and manipulating data using AWS services.
Unified Endpoint Management via cloud."
4,Systems Engineer - Level 3,Appetency Recruitment Services,Melbourne Eastern Suburbs VIC,$70 - $80 an hour,"Fantastic Work Environment – Eastern Suburbs.
Expanding organisation – great career – excellent salary.
Our client is a renowned and leading IT & Telco Company."
5,Principal Engineer,Redwolf + Rosch,Melbourne VIC,"$160,000 - $200,000 a year","Be a product-focused engineer.
C or C++ advantageous (extra points for mobile dev, cloud, NoSql databases, IoT, big data and data analytics, or single page…"
6,Senior Front End Developer / React Specialist | Multiple Opportunities,Publicis Sapient,Melbourne VIC,,"Work with a team of engineers and developers in a multi-tier technology stack environment.
We are currently bolstering our Technology team with talented,…"
7,Senior Mission Control Engineer - Security,Fastly,Melbourne VIC,,Fastly collects and processes personal data submitted by job applicants in accordance with ourPrivacy Policy ( https://www.fastly.com/privacy ).
8,"Director of Engineering, Machine Learning",Culture Amp,Melbourne VIC,,"Hiring and leading all our machine learning engineers.
Delegating the details of this work to other ML engineers as appropriate.
The Opportunity at Culture Amp."
9,Mid / Senior Backend Software Engineer,Linktree,Melbourne VIC,,"Strong communication skills, with a natural ability to explain complex technical concepts to designers, support, and other engineers."
0,Senior Business Intelligence Consultant,Fortude,South Yarra VIC,,"O Designing and developing data warehouses, data integration, data modeling, and business data visualization solutions.
The role will be based in Australia."
1,Technology Specialist,Reesby.com.au,Melbourne VIC,"$70,000 - $250,000 a year","Other Job listings for Melbourne and Sydney: .
IT Support/ help desk/ technician.
Network programmer/ tester/ analyst/ technician."
2,Senior Grid Connection Engineer,The Green Recruitment Company,Melbourne VIC,,"Gather NSP data to model the NSP network.
A leading renewable energy developer are seeking a Senior Grid Connection Engineer to join their growing Central…"
3,Snr Account & Alliance Director – Telstra,Dell,Melbourne VIC,,"We look beyond the barriers of compromise to engineer new ways to make technologies work together seamlessly.
With VMware solutions, organizations are improving…"
4,Technical Lead - AWS,flybuys,Melbourne VIC,,"Integrate flybuys systems with core Amazon services for identity, security, data exchange etc.
Leading and managing a team of engineers as part of a delivery…"
5,Associate Consultant - Middleware,Red Hat Software,Melbourne VIC,,"At Red Hat, we connect an innovative community of customers, partners, and contributors to deliver an open source stack of trusted, high-performing solutions."
6,Front End Developer,Reesby.com.au,Melbourne VIC,"$70,000 - $140,000 a year","Utilize data from various back-end services and databases.
We also expect you to be passionate about building software and perform well working in a team, along…"
7,Senior Developer - Salesforce,RACV,Melbourne City Centre VIC,,You will achieve this by working in agile teams where experimentation and data driven decisions are valued as well as leading a team of developers to provide…
8,Principal Developer Solutions Architect,Amazon Corporate Services Pty,Melbourne VIC,,"As the ideal candidate, you are as comfortable whiteboarding complex application architectures with software engineers and other technical stakeholders."
9,"Senior Technical Recruiter, Cash App",Cash App,Melbourne VIC,,"Ability to thrive in a data and metrics driven environment.
You will be responsible for building strategies to engage and build relationships with world class…"
0,Technology Services Engineer,Michael Page,Mulgrave VIC,,"Monitor, troubleshoot and improve data backup solutions to ensure full and efficient data integrity.
Maintain and secure systems through security and data…"
1,Systems Engineer,Michael Page,Dandenong VIC,"$95,000 - $97,000 a year","Our client is looking for a systems engineer to join their team.
They have a need for a systems engineer with azure and scripting experience."
2,Digital Marketing Lead,Arup,Melbourne VIC,,"We are truly global, with more than 15,000 planners, designers, engineers and consultants around the world deliver innovative projects with creativity and…"
4,"Account Executive, Large Enterprise - Large Enterprise",Slack,Melbourne VIC,,"Collaborate with other members of the sales team (solutions engineers, customer success managers, leadership, etc.) to build strategic adoption plans for…"
5,Senior Consultant Engineer - Rotating Equipment & Reliability,Wood Plc,Melbourne VIC,,"Help solve challenging critical machinery problems using condition based data.
Perform detailed analysis of balance of plant data using a range of portable…"
6,Automation Test Manager,Cigniti Technologies,Melbourne VIC,,Demonstrated ability to work independently with an aptitude for supervising/directing quality assurance engineers along with a proven history of making product…
8,Senior Business Systems Analyst - Payments,FIS Global,Melbourne VIC,,"Re-engineers processes to deliver greater effectiveness and efficiency.
Conducts tests using client data to be certain client needs will be met."
9,"Business Development Executive, Melbourne Market",Autodesk,Melbourne VIC,,"Analyzes and interprets data to unearth weaknesses and problems, and comprehend the causes.
Our software is used by everyone - from design professionals,…"
0,"Senior Consultant, Design Engineer",NAB - National Australia Bank,Melbourne VIC,,"Highly analytical, attention to details and have appreciation of making data meaningful for consumption.
Work type: Permanent Full time.
You and your new role:"
1,Channel Account Manager - Financial Services,Imperva,Melbourne VIC,,Imperva is a pioneer and leader of a new category of business security solutions for critical applications and high-value data in the data center.
2,Site Reliability Engineering Manager,RecordPoint,Melbourne VIC,,"RecordPoint is a venture backed, global compliance and federated data management SaaS platform.
You'll be working on non-production and production environments,…"
3,Senior Business Analyst,NAB - National Australia Bank,Melbourne VIC,,"We are rapidly building top-notch data and analytics platforms in the cloud, with a new culture and ways of working; adopting FinTech start-up mentality and…"
4,"Professional Services, Project Manager (Melbourne)","Medallia, Inc.",Melbourne VIC,,"We believe that people should not be defined only by a job title—nobody is ""just an engineer"" or ""just a salesperson."".
Able to travel up to 25%."
5,Quality Engineer /Sr. Quality Engineer(Automation),Adaps,Melbourne VIC,,"Identify environment and data requirements.
Senior Test Automation Analyst / Test Automation Analyst roles.
Permanent role with excellent Salary on offer."
6,Devops Engineer,AC3,Melbourne VIC,"$130,000 a year","Previous experience as a Software engineer or Developer.
Working with other engineers in the implementation of modern engineering practices."
7,"Sr. Account Executive, Australia",Imperva,Melbourne VIC,,"Imperva is an analyst-recognized, cybersecurity leader—championing the fight to secure data and applications wherever they reside."
8,Quality Engineer /Sr. Engineer(Automation/Performance),Adaps,Melbourne VIC,"$90,000 - $160,000 a year","Identify environment and data requirements.
Excellent Rate $ 90K-160K pa.
Adaps has been scouted to source Quality Engineer /Sr."
