,job_title,company_name,location,salary,position,job_desc
917,Senior Customer Data Analyst - Financial Services,Oxygen Recruitment & HR,Sydney NSW 2000,"$140,000 a year",,"Sydney NSW 2000$140,000 a yearCustomer Data Analytics
Financial Services - Lending sector
Business Intelligence


As a major Australian player in the commercial and consumer Lending sector, our client has undergone significant change and is now building a Customer experience team within Marketing. Our client is looking for an exceptional individual to join its Customer strategy and experience division in Sydney as the Senior Customer Analyst. You will have responsibility for a range of customer Analytics and Insights activities including developing dashboards and supporting customer decisions.

This role would suit someone wanting to build on their Analytics and Insights experience from a lending environment/Banking background. This is an exceptional opportunity for career development as the organisation grows.

Specific responsibilities will include:
Ownership of customer reporting and analytical functions by developing CX dashboards and providing meaningful insights into customer performance
Commercial decision support and analysis developing financial models and recommendations to management for future CX investment or product innovation
Modelling and profitability analysis for products costing
Prepare analysis on market and consumer trends
Produces portfolio performance and data analysis on the customer segmentation, competitor analysis
Prepare insights that can be used by the customer operations functions

To be considered for this role you will be tertiary qualified with a depth of technical understanding and experience with scorecards/dashboards/BI tooling and systems. Great communication skills are also essential and you will be able to work with the management team with confidence.

Advanced Excel due to a focus on Financial modelling and SQL skills and experience in data analytics, coupled with a working knowledge in visualization tools eg tableau/Qlik will be favourably looked on.


In return, you will be rewarded with an exciting role, a competitive salary and excellent employee benefits.

For a confidential interview please call James Rennie, 0422660094 at Oxygen Recruitment."
918,Automation Test Architect,HiTech Personnel,Canberra ACT,none,Contract,"Canberra ACTContractInnovative Federal Government Department
Start ASAP!
Leading ICT division

A highly regarded Federal Government department in Canberra is looking to engage a talented Automation Test Architect to design, build and provide enhancements of the Automation frameworks. The successful Automation Test Architect will be offered a 6 month contract to commence ASAP with a view to extend.


The successful Automation Test Architect must have proven experience in the following;
Formal training in testing theory or equivalent industry experience (i.e. ISTQB or CSTP).
Significant experience in using Selenium for test automation
10+ years of experience in testing with 4 of those years within Test Automation, performance testing.
Proven experience in managing a team of testers and delivering an outcome
Experience working with various testing methodologies including Waterfall and Agile
Experience with using various testing automation tools and providing recommendations to deliver business outcome
Experience with various test management tools
Experience of testing Client/Server, Web applications and Service Oriented Architecture (e.g. SOAP, REST).
Experience testing in a Windows environment with different application stacks such as: Siebel, DotNet, and Fusion middleware.
Programming/scripting experience (VBScript/.NET, Java, SQL, HTML, and other languages)
Formal training in using MF UFT or significant experience using MF UFT or similar tools.
Knowledge of Java and VBScript language
The successful Automation Test Architect would ideally have;
Formal training in technical testing tools and techniques
Experience in designing, implementing and using automated test frameworks (Hybrid, Keyword driven etc)
Experience in mobile automation
This is a rare and highly sought after opportunity for someone who is looking to join a reputable government organisation. The successful Automation Test Architect will be offered an initial 6 Months contract with a view to extend. If you have the required skills, DON’T DELAY, APPLY NOW please forward your resume to jobs@hitechaust.com quoting ref number AR0322today!"
919,Research Fellow – Klebsiella pneumoniae genomics and metabolic modelling,Monash University,Australia,"$69,401 - $94,190 a year",,"Australia$69,401 - $94,190 a yearThe Opportunity

An exciting opportunity exists to join the Department of Infectious Diseases at Central Clinical School where you will use computational approaches to contribute to the development of a first-of-a-kind population metabolism framework for Klebsiella pneumoniae, a World Health Organisation priority 1 pathogen. You will interact with research scientists, students, and administrative staff of Monash University; and collaborate closely with other members of the laboratory, the Department, and international collaborators at the University of California San Diego (USA) and Institut Pasteur (France).

The Role

You will use a combination of comparative genomics and genome-scale metabolic modelling approaches to investigate how metabolic capabilities are distributed in the K. pneumoniae population, and identify metabolic traits that have been subject to strong selective pressures. You will also be tasked with the conduct of research as a member of a team and independently, development of research-related material for teaching or other purposes and research advice to postgraduate students.

About You

You will hold a PhD or have equivalent experience with a strong computational biology background. This bioinformatics-focused position is suitable for an individual with strong undergraduate and graduate training in a relevant area of biology (molecular biology, genetics, microbiology, biochemistry, evolutionary biology) as well as demonstrated skills and/or training in a quantitative discipline (statistics, computing, mathematics). The ideal candidate will have experience working with high-throughput genomic data from bacteria, with experience in using command-line programs, as well as writing and troubleshooting code in Python and/or similar programming languages. Ideally you will have experience in analysis and visualisation of complex data, experience working in a multi-disciplinary research environment and have the capacity to supervise honours and postgraduate research students. Prior experience using genome-scale metabolic modelling approaches is helpful but not required.

This role is a full-time position; however, flexible working arrangements may be negotiated.

At Monash University, we are committed to being a Child Safe organisation. Some positions at the University will require the incumbent to hold a valid Working with Children Check.

Your application must address the selection criteria. Please refer to ""How to apply for Monash Jobs"".

Enquiries

Dr Kelly Wyres, kelly.wyres@monash.edu

Position Description

 Research Fellow – Klebsiella pneumoniae genomics and metabolic modelling

Closing Date

Saturday 29 February 2020, 11:55 pm AEDT

#LI-DNI

Supporting a diverse workforce"
920,Business Intelligence Analyst,Eden Ritchie Recruitment,Brisbane QLD,$85 - $90 an hour,Contract,"Brisbane QLDContract$85 - $90 an hourInitial contract through to July 2020
$85 - $90 per hour + super
CBD Location

An opportunity has become available to join this Government Department focused on providing Education services to the public as a Business Intelligence Analyst assisting across a large-scale, interesting project focused on providing user friendly reports and modern data visualisations dashboards.


As an integral part of the team, some further responsibilities will include:

Analyse existing databases that support small business systems, define information requirements, design data warehouse components and develop data models
Create databases, tables and views in MS SQL Server
Construct Extract, Transform, and Load (ETL) packages using MS SQL Server Integration Services (SSIS)
Create multi-dimensional cubes using MS SQL Server Analysis Services (SSIS)
Create reports using MS SQL Reporting Services (SSRS)
Create interactive dashboards using Power BI and/or other products
Undertake unit testing of all ETL related processes
Develop data warehouse documentation including the maintenance of a metadata repository


To be successful in this role you will demonstrate the following:

Demonstrate experience in Microsoft SQL Server Programming (SS2012, SS2014, SS2016)
Demonstrate experience in Microsoft SQL Server Integration Services Extract, Transform and Load.
Demonstrate experience in Microsoft SQL Server Analysis Services - Tabular and Multidimensional
Demonstrate experience in Microsoft SQL Reporting Services
Have strong skills in Business Intelligence dashboard development (preferably Microsoft Power BI)
Have a good understanding of database optimisation concepts for tuning data access queries
Have an overall knowledge of end-to end data warehousing architecture, from tools to middleware to data quality
Be able to analyse data sources, perform data modelling and data cleansing
Have general systems and application development knowledge (strong skills preferable, but working knowledge mandatory)
Have good problem solving and critical thinking skills
Have strong oral and written communication skills

If this sounds like you - APPLY NOW or contact Tiffany at Eden Ritchie Recruitment on (07) 3230 0018.


BBBH19737_157513320370670"
921,Business Finance Analyst,Woolworths Supermarkets,Bella Vista NSW 2153,none,"Full-time, Part-time","Bella Vista NSW 2153Full-time, Part-timeWould you like to be part of a high performing Finance team for Australia’s largest Supermarket chain?
Be a part of one of the largest Finance functions in Corporate Australia.
About us
Woolworths Limited is an iconic Australian company providing our customers with quality, range and value. As a leading ASX listed retailer, we have more than 450,000 shareholders and are proud to be one of Australia’s largest employers, employing over 200,000 people. Our retailing expertise stretches across food & grocery, liquor, petrol, general merchandise and hotels, servicing millions of customers each and every day.

Our office is based in Norwest Business Park (walking distance from the new Metro train line) is newly refurbished and features several facilities including undercover parking, onsite gym, supermarket, cafes. We adopt a progressive approach towards work including support of flexible working arrangements, Woolworths group staff discount for yourself and one family member, participation in employee share purchase plans and casual Friday.

About the role
Due to the expansion of our Protein Business, we have an exciting vacancy for an enthusiastic candidate looking to make a real contribution to a business which has recently undergone a substantial investment in technology, implementing tools to deliver improved Demand Planning, capture of Inventory Management.

Reporting to the Senior Business Analyst - Meat Livestock, you will work with 10 other talented, collaborative and supportive members of the Protein Commercial Finance team. In this role, you will be responsible for the financial results and variance analysis to meet weekly, monthly and quarterly reporting requirements - explain key movements vs. Forecast, Budget & comparable period. Collectively, we will improve team ways of working: innovative analysis, systems efficiencies & processes.

Responsibilities
Manage cost centres for Woolworths Supply Partners - deliver insightful commentary and actionable insights based on production mix, yield performance, financial and non-financial metrics. Maintain and review Inventory costing and master data.
Define solutions to automate and improve reporting using systems such as Foods Connected, Quintiq, Tableau and Google Cloud Platform
Play a key role in the Annual Operating Plan (Budget)
Analyse business drivers, prepare monthly forecast identifying risks and opportunities.and perform other ad hoc analysis as required
Apply initiative & solution orientated approach with commitment to improve ways of working


About you
You are an experienced & commercially minded Finance Professional (CA/CPA qualified or working towards) ideally with Big 4 experience and exposure to costing in a manufacturing environment. You are looking to apply expertise in driving and delivering results and the ability to negotiate and influence cross-functional stakeholders. You naturally embed yourself within Business Teams and form partnering relationships based on trust. In this role, you will display values consistent with Woolworth’s values of ‘working end-to-end as one team’, ‘better together’ and ‘putting the customer first’. This role will allow to showcase your ability to synthesise large amounts of data from a variety of sources and communicate complex financial information to a broad audience in a simple manner.

Desirable
Exposure to SQL platforms including Google Cloud Platform, Python, MySQL or similar
Previous experience working with SAP or ERP equivalent


If you meet a number of requirements (and not all), along with either full and part time employees, we encourage you to submit your application. Please include a cover letter demonstrating the criteria above.

Joining the Group

As an inclusive, team-first company, our people are at the core of everything we do. As our Group continues to evolve, innovate and support our communities, we encourage our team members to do the same with their own careers, by providing ongoing opportunities to grow and make a real difference.

Woolworths Group is backed by some of Australia’s most recognisable retail businesses, there are always new opportunities on the horizon for all our team members, but most importantly, we’re all about creating better experiences – for our customers and for each other.

We value flexibility, and encourage our team members to work in ways that meet their work/life commitments and support their wellbeing. Diversity and inclusion are important to us, and we work to create a vibrant and inclusive workforce that’s reflective of the communities we’re in.

Learn more about working with us on LinkedIn or via www.wowcareers.com.au."
922,"Casual Coaches (Science, Coding and Chess)",Kids Unlimited,Melbourne VIC,none,Casual,"Melbourne VICCasualAre you an energetic?Have a passion for teaching kids?Are you a team player with a positive and proactive attitude?Are you dynamic, fun and full to the brim with valuable ideas?Are you looking for a Company where you can grow and develop a career and help you build a skill set that will last you a lifetime?Then , come join our team!Kids Unlimited is Australia's most trusted Science, Technology and Engineering enrichment provider for Primary Schools. Since 1997 we have worked with over 1000 schools, internationally and throughout Australia, presenting a range of inspiring programs; the most popular being Coding, Chess and Electronics. These programs run as weekly in-class or OSH lessons, incursions or holiday programs.YOU'LL BE A GREAT FIT IF YOU:- Coding : familiar with computer programming and languages such as Java, Alice, Blockly (Scratch), Python, and JavaScript- Chess : have an understand the all rules of chess. Know the functions and movements of all chess pieces and have knowledge of tactics, positions, openings, endgames, gambits, traps and mates.- can facilitate group-based learning while keeping it fun with kids- are able to follow designed course curriculum and accept coaching and development- comfortable communicating with parents and schools- enjoy working with kids in a hands on, interactive way- are reliable, personable, flexible, dynamic, engaging and energetic- are Highly motivated, with a positive and proactive attitude- are entertaining and fun- must have a Working With Children Check- drive and have a car (preferred but not required)- must be available to work between 12:30pm to 5:30 pmJob Type: CasualLocation:Melbourne VIC (Required)Licence:Working With Children Check (Required)"
923,Senior Systems and Data Analyst - AML & Sanctions,Bank of Queensland,Newstead QLD,,,"Newstead QLDJoin ASX 100 finance leader!
Brisbane based role – Gasworks Newstead Office
Permanent opportunity for an experienced Data Analyst to join BOQ
About the Role

The primary purpose of this role is to contribute to the implementation and effectiveness of BOQ Financial Crime detection systems across Fraud, AML/CTF Transaction Monitoring, PEP/ Sanctions Screening, and financial crime analytics across the Group.

The Systems and Data Analyst will engage with stakeholders across the bank to further improve data and analytics systems and processes in order to identify areas of risk and deliver suitable solutions to mitigate risk. The successful candidate will be responsible for:

The development, maintenance and support of the Financial Crime data environment
Assisting in the creation of new or enhanced components and frameworks for the data environment
Developing appropriate process and systems documentation
Formalising and implementing data verification and testing methods for the data environment
Defining data element requirements including history, timeliness and frequency of data
Designing the technical data mapping from source to target including transformation rules
Contributing to data governance processes and procedures, including business rule definition and documentation
Ensuring compliance with relevant regulatory obligations and internal policies/procedures
Assisting with related Financial Crimes projects and implementation of operational changes following regulatory change.


About You

To be successful in this role you will demonstrate the following:

Experience working in a similar systems/data analytics role with an interest and or experience in financial services
Demonstrated skills in systems and programming languages (SAS EG, SQL, Microsoft Access and Microsoft Excel VBA)
An analytical mindset combined with an interest in systems and process improvement
Experience working in a digital banking environment implementing AML/CTF systems and controls such as transaction monitoring and sanctions screening processes would be highly advantageous but is not required.


About Us

BOQ is passionate about providing opportunities for you to develop your career as we continuously adapt and deliver in a transformational and collaborative environment with a strong focus on community.

We support a flexible workplace and we are committed to an inclusive and diverse culture where differences are embraced!


Our Benefits

Flexible working arrangements
Discounted financial products
Salary sacrificing options
Paid parental leave
Paid volunteer days
Purchase annual leave
BUPA Corporate Plan
Mentoring and leadership programs
Employee Assistance Program (EAP)
Gym, shopping, technology and travel offers!


How to Apply

To apply for this role please follow the links or apply via our Careers Page.

The Bank of Queensland is committed to diversity and an inclusive workforce. Aboriginal and Torres Strait Islander People are encouraged to apply.

If you are successful for a role with the Bank of Queensland, it is a condition of employment that background screening is completed to ensure that the Bank complies with its obligations under the Anti-Money Laundering and Counter Terrorism Financing Act. These checks may include, but are not limited to: identity, verification, reference checks, criminal background checks, immigration checks, verification of academic qualifications, bankruptcy checks.

Required Skills

Required Experience"
924,"Senior Analyst, Data Governance",Macquarie Group Limited,Sydney NSW,,,"Sydney NSWAre you an Analyst with experience in Enterprise Data Management seeking your next opportunity?

This is an opportunity for a Senior Analyst to work with a wide range of stakeholders across Macquarie's support businesses to help our Risk Management Group continue to meet its Enterprise Data Management obligations to improve the confidence in the quality of the data.

As a Senior Analyst, you will be responsible for assessing enterprise critical data usages to capture Critical Data Elements, including:

Understanding and documenting end-to-end data flows and system processes
Identifying potential data risks and issues and assesing them against their mitigating controls
Recognising opportunities for enhancements of processes and controls

To be successful in this role you will an experienced business or Technical Analyst, ideally relating to Data Governance and possess strong project management and stakeholder engagement skills. Ideally with exposure to the financial services, you will have experience in the following:

Enterprise Data Management tooling, e.g. Collibra
Data Profiling and Data Quality solutions, e.g. Informatica IDQ
Data Visualisation – e.g. Power BI
Data manipulation and preparation – e.g. Alteryx or SQL

If you are interested in this exciting new opportunity, please apply directly.

Risk Management Group is an independent, centralised unit responsible for ensuring all risk across Macquarie are appropriately assessed and managed. Its divisions include Credit, Prudential, Capital and Markets, Market Risk, Operational Risk, Compliance, Quantitative Applications and Internal Audit.

Find out more about Macquarie careers at www.macquarie.com/careers

Macquarie understands the importance of diversity and inclusion - our long history of success has come from being different. At Macquarie we value the innovation and creativity that diversity of thought brings. The one thing we all have in common is our focus on high performance. If you're capable, motivated and can deliver, we want you on our team.

We facilitate a range of flexible working arrangements within our teams. Talk to us about what flexibility may be available."
925,Service Availability Engineer - 2nd Line Support,Betsson Group,Tasmania,,,"TasmaniaJoining the Service Availability Team here at Betsson Group is one of kind! Touching on the latest technologies while keeping our brands live and running, the team ensure we deliver the best in service, supporting the Group and most importantly our customers!

-------
The Wow
-------

Are you a fixer? Because this might be the role for you. Our teams do a good job of anticipating problems before they arise. They are also responsible in keeping the whole group updated on events as they unfold.

Part of the team here in Malta, means you will be touching upon the infrastructure supporting our sites and services. Working every day on VMware, Server hosts operating systems, Web Servers and APIs. With so many brands in the Group, the Service Availability Team plays a vital role to ensure incidents are near to non-existent!

---------------------------
What's in it for you?
---------------------------

Not only will you be exposed to different tech stacks but to top it all off you have the best leaders guiding you, supporting you and continuously training you!

-----------------------------------------

A taster of what you will be doing:
-----------------------------------------


You will be optimizing existing systems for scalability and building large-scale infrastructure
Working with distributed systems, micro-services (Docker, Kubernetes) and service discovery
Working within IaaS and PaaS Cloud (AWS, Azure, OpenStack) and hybrid environments
Working with Server virtualization (VMware)
You will be automating and scripting for promptest response and recovery of services
Facilitate any needed escalations to any internal support teams or providers as needed
Participate in Post-mortem incident review and Problem Management improvements
Be a part of a team with shift rotations to encompass 24/7
Help improve team KPI's for Availability to include both Reliability and Maintainability.

------------------------------

What we are looking for:
------------------------------


Experience working with Windows, Linux servers
A development background, with experience in C#/.NET is a bonus
Excellent troubleshooting and diagnostic skills
Experience with Messaging and push methodologies like Kafka, SQL etc

-------------
What we offer
-------------

Much like riding a rollercoaster, sometimes life at Betsson can be lightning fast with twists and turns but always FUN! Then again, what else would you expect from a business 75% millennial and 1700 strong, spread across 7 offices with 900 based out of our Malta HQ alone! We recognise it may not be for the faint-hearted, but if you're a go-getter, initiator and adrenaline junkie, always striving to push the boundaries and challenge yourself, then you'll fit right in.

-------------------------
Challenge accepted?
-------------------------"
926,"Quantitative Trading Intern, Summer 2020/2021",Akuna Capital,Sydney NSW,none,"Temporary, Internship","Sydney NSWTemporary, InternshipAbout Akuna:
Akuna Capital is a young and booming trading firm with a strong focus on collaboration, cutting-edge technology, data driven solutions and automation. We specialize in providing liquidity as an options market-maker – meaning we are committed to providing competitive quotes that we are willing to both buy and sell. To do this successfully we design and implement our own low latency technologies, trading strategies and mathematical models.

Our Founding Partners, Andrew Killion and Mitchell Skinner, first conceptualized Akuna in their hometown of Sydney. They opened the firm's first office in 2011 in the heart of the derivatives industry and the options capital of the world – Chicago. Today, Akuna is proud to operate from additional offices in Sydney, Shanghai, and Boston.

Akuna Sydney opened in early 2018 and is at the center of Akuna's Asian trading operations. Akuna's focus in Asia is currently trading HK, cryptocurrencies and US night markets and is looking to expand to trading on all major Asian exchanges. Employees will work together towards achieving Akuna's goals across all areas of the business, including trading and desk buildout, cutting-edge research and data analysis, strategy creation, and building ultra-low-latency trading systems that are tailored to local market conditions.

What you'll do as a Quantitative Trading Intern at Akuna:
We are seeking motivated Quantitative Trading Interns to join our dynamic team at Akuna Capital for our 10 week Akunacademy internship - which will run from early January 2021, taking place in our Sydney office. Quant Trading Interns will work with our strong team of Quant Developers and Quant Traders on part of our automated options trading desk. You're a fit for this role if you have enthusiasm for problem solving, financial mathematics, and will bring strong initiatives in generating trading ideas to developing and testing strategies. In this role you will:


Manage trading strategies and improve profitability by converting ideas into quantitative models
Implement trading signals that contribute to portfolio construction
Develop a deep understanding of derivatives theory and financial markets
Generate ideas on trading opportunities, product insights, risk management and trading system

Qualities that make great candidates:

Pursuing a Bachelors, Masters, or Ph.D. in technical field – Engineering, Economics, Statistics, Mathematics, Computer Science, Actuarial Science or a related/equivalent field
Python or C++ programming experience required
Entrepreneurial self-starter, ready to work in a fast paced, team environment
Understanding of option theory
Demonstrated experience with research or data analysis projects, either a personal or school project
Passionate about problem-solving and finding creative solutions in an ever changing market
Graduation date of June 2022 or prior
Must currently be authorized to work in Australia. Akuna does not offer sponsorship for this position

"
927,Application Support Analyst - WMS,MicroChannel,South Melbourne VIC 3205,,,"South Melbourne VIC 3205Leading Consulting Firm
Excellent team environment
Opportunity for Growth


MicroChannel is a multi-award-winning business technology solutions company that people just like you have grown from humble beginnings in 1995 to a highly respected leader in the industry. Our solutions portfolio of end-to-end operational and back-office systems across ERP, CRM, Retail, Warehouse, Business Intelligence, IT, Managed Services and Marketing Automation provides a rich environment for the career upgrade you are seeking.

Right now, our continued growth and broad variety of long-term projects have created the opportunity for an experienced Application Support Analyst to join the Warehouse Management Systems (WMS) team.

The WMS Support Analyst will be the first point of contact for our customers.

Your role will include:
Taking responsibility for customer issues
Ensuring that quality outcomes are delivered to our global clients
Providing support, guidance and training to clients
The timely delivery of work that exceeds customers' expectations
Ensuring customer records are up-to-date
Other support duties as required
You should ideally possess:
Bachelor degree or higher in computer science (or related) with the majority of their subjects in programming and systems
Proficiency in the latest .Net Technologies. C# and MS SQL skills
Willingness to learn new systems and use their programming skills to adapt these systems to meet our customers' needs
1-2 years of applications support experience
Strong customer service ethic and problem solving skills
Excellent written and verbal communication skills
Experience with a Warehouse Management system (HighJump) would be advantageous
Passionate about delivering exceptional outcomes for customers
This is a great opportunity for a self-motivated Applications Support professional to showcase their C# and customer service skills.

The Rewards

Your salary package will include a great base plus bonuses. You will receive further opportunities for professional development throughout your career. This is a real opportunity to join a market leading, progressive and rewarding company who has received more than 80 vendor awards.

MicroChannel has an outstanding team of committed and knowledgeable professionals who thrive on providing expert consulting, development and advisory services. APPLY NOW to join a progressive and rewarding company.

If you would like addition information, please contact Mandy McComb on 0478 353 334 for a confidential discussion."
928,Java Platform Engineer,ME Bank,Melbourne VIC,,,"Melbourne VICAbout ME


We’re not like other banks.


ME was created by the industry super funds to be different from the pack – and we’re passionate about staying that way as we head into an exciting and progressive future.


We are building a bank, a company and a brand that we can be proud of – but to achieve that, we need the best people. To help ME get there, you’ll challenge the status quo and share extraordinary ideas – and our size guarantees you’ll have the opportunity, support, and environment to be heard.


ME’s core purpose is helping all Australians get ahead – no conditions, asterisks or exceptions.


We believe everyone deserves the same opportunities in life, regardless of gender or identity, sexuality, ethnicity, disability or religion. This is why we’re so committed to an equal opportunity workplace – because we know our success won’t come from focusing on similarities, but by embracing and celebrating our diversity


About the role


As part of the Digital and Integration team, you’ll take part in the customisation, integration, deployment and operation of our Online Banking platform. You’ll put your extensive skills to good use by assisting to scope system change requirements, assist with troubleshooting, issue resolution and providing support to ensure the smooth operation of our digital channels. While there’s no development within this role, you’d need to have experience with DevOps, cloud and automated deployments so you know how to debug issues as they arise.


This role will also see you manage code releases, troubleshooting, help with system change requirements and liaising with vendors and stakeholders right across the business, as well as configuration, investigation and automating deployments. It’s a very high impact and hands on role, so if you enjoy rolling up your sleeves and getting stuck into it, while bringing your passion and innovation to try out new ideas, this could be a perfect opportunity for you.


About you


You are highly skilled and have solid experience in Java (version 7 onwards) have a background in working within an agile delivery team, and prior experience in providing support within financial services. Having used applications such as SQL Server RDBMS and SQL problem solving & scripting and supporting solutions across windows servers (and the BankFast platform) it will certainly put you ahead of the rest.


With your previous exposure to scripting and deployment automation (processing, building and deployments) with Powershell and Python languages, Cloud experience (AWS is preferred) and knowledge about infrastructure, you’re ready to step up and start the new year with a brand new role working within the exciting team at ME.


I want those Converse shoes (and the role)


Can’t see a closing date on the advert? That’s because we’re pretty efficient here at ME and we may start looking at applications sooner rather than later, so if this role sounds like your jam, be sure to apply by submitting your CV today.


Should an applicant be the preferred candidate, background checks (including police checks, reference checks, ASIC banned and disqualified persons and bankruptcy checks) will be completed prior to the candidate's employment being confirmed. The outcomes of the background checks do not automatically bar candidates; however, will be assessed against the inherent requirements of the job."
929,Junior Quantitative Trader,Akuna Capital,Sydney NSW,"$100,000 a year",,"Sydney NSW$100,000 a yearAbout Akuna:
Akuna Capital is a young and booming trading firm with a strong focus on collaboration, cutting-edge technology, data driven solutions and automation. We specialize in providing liquidity as an options market-maker – meaning we are committed to providing competitive quotes that we are willing to both buy and sell. To do this successfully we design and implement our own low latency technologies, trading strategies and mathematical models.

Our Founding Partners, Andrew Killion and Mitchell Skinner, first conceptualised Akuna in their hometown of Sydney. They opened the firm's first office in 2011 in the heart of the derivatives industry and the options capital of the world – Chicago. Today, Akuna is proud to operate from additional offices in Sydney, Shanghai, and Boston.

Akuna Sydney opened in early 2018 and is at the centre of Akuna's Asian trading operations. Akuna's focus in Asia is currently trading HK, cryptocurrencies and US night markets and is looking to expand to trading on all major Asian exchanges. Employees will work together towards achieving Akuna's goals across all areas of the business, including trading and desk buildout, cutting-edge research and data analysis, strategy creation, and building ultra-low-latency trading systems that are tailored to local market conditions.

What you'll do as a Junior Quantitative Trader at Akuna:
Akuna's Quantitative Trading and Research team is looking to add Junior Quant Traders to a team of mathematicians, statisticians and technologists. This team creates trading strategies scientifically by combining its quantitative expertise with sophisticated understanding of derivatives and financial markets.

The successful candidate will be a creative thinker who can capture trading opportunities, convert ideas into trading solutions and pilot sophisticated trading strategies with mathematical and programming skills. In this role you will:


Manage trading strategies and improve profitability by converting ideas into quantitative models
Implement trading signals that contribute to portfolio construction
Develop a deep understanding of derivatives theory and financial markets
Generate ideas on trading opportunities, product insights, risk management and trading system

Full-time compensation packages starting at $100K AUD.

Qualities that make great candidates:

Bachelors, Masters or PhD degree in technical field must be completed upon employment
Understanding in advanced Mathematics: Calculus, Stochastic Processes, Linear Algebra, Statistics and Optimization
Working knowledge of statistical analysis, numerical linear algebra, machine learning or convex optimization
Intermediate programming skills in python (C++ is a plus)
Decision maker who is able to process complicated information quickly and accurately under pressure
Must graduate by 2021
Must currently be authorised to work in Australia. Akuna does not offer sponsorship for this position

"
930,Risk Analytics Manager,Suncorp Group,Brisbane QLD,,,"Brisbane QLDAnalytics Portfolio Manager
Lead a team of 4 internal audit analytics professionals
Lead the uplift of Internal Audit delivery and planning using Data Analytics
Brisbane CBD based permanent opportunity


The Role
Managing a team of 4, the Analytics Portfolio Manager will lead the uplift of Internal Audit (IA) delivery and planning using Data Analytics (DA).


The role offers exposure to the operations across the Suncorp group and provides the opportunity to develop and maintain long lasting relationships with stakeholders and to contribute to taking Suncorp’s Risk Analytics capabilities to the next level.


Key Responsibilities

Deliver reliable assurance on the adequacy and effectiveness of the control environment with respect to the portfolios which DA is providing its services to support
Contribute to the development of the Suncorp internal audit plan, with specific responsibility for the development of the IA DA program. This will include capacity planning for both BAU audit delivery and strategic initiatives
Oversee the delivery of concurrent IA DA work (in accordance with Suncorp IA Methodology, agreed budgets and timeframes)
Lead the implementation of the IA DA strategy to continuously improve the integration of DA in IA, strengthen testing procedures, and contribute to the overall uplift of IA processes. Provide regular updates to the EM Risk Analytics on the progress of this and contribute the continued evolution of the Risk Analytics strategy
Contribute to the ongoing development and continuous improvement of IA and more broadly the Risk function through teamwork, innovation, effective management of services and resources, and input into strategic initiatives
Collaborate across the broader Risk community and provide advice and guidance, coaching and mentoring to team members to uplift data analysis
Attract, coach, develop and manage diverse, flexible and distributed teams in an inclusive way, while showing genuine care in managing an environment of safety and wellbeing


Skills & Experience


STEM or Commerce qualification will be highly regarded
Demonstrated relevant experience, upward of eight years
Extensive experience across the analytics process: problem definition- solution design- data extraction, cleansing and validation- codification of testing / modelling- debugging- technical review- consolidation and output of results- communication of findings / insights
Technical experience in SQL Server / Netezza or Python, and/or an understanding of database structures for core financial and operational systems is desired but not essential
Intermediate to advanced knowledge of principles, practices, and techniques of risk management
Excellent communication and stakeholder management skills, including being able to liaise with both technical and business stakeholders to request information, articulate findings and to translate business needs into technical requirements
Experience working in Financial Services and/or Risk is beneficial


Benefits
Flexible working arrangements e.g. Work from home 1 day per week
Discretionary bonus based on individual, business unit and group wide performance
Flexi days - As a permanent full-time employee and have successfully completed your probation period
Recognized as a Silver Employer at the Pride in Diversity LGBTI Inclusion Awards 2019
Money magazine’s Bank of the Year and Business Bank of the Year, 2018 & 2019
25% off the best premium across personal insurance brands and products


Culture
Working as part of the Suncorp Group you will have access to an unparalleled range of job opportunities across insurance, banking, wealth management and corporate services. We promote a high-performance culture where people are rewarded for effort and dedication. We recognise and value commitment and encourage our people to maintain a healthy balance between their career and personal time.


For additional information about the company and careers click on link below. http://www.suncorpgroupcareers.com.au/


If this sounds like you, apply online today. For further information contact Patrick.cunningham@suncorp.com.au

#LI - POSTING
Advertised: 12 Feb 2020 AUS Eastern Daylight Time
Applications close: 26 Feb 2020 AUS Eastern Daylight Time"
931,WMS Consultant / Systems Analyst,Charter Bridge Consulting,Adelaide SA,none,Contract,"Adelaide SAContractWe are looking for an experienced Warehouse Management Systems specialist for a potentially long term contract position within a major blue chip company (globally recognised brand), to be based out of either their Melbourne or Adelaide offices.You will have extensive previous experience working as a Systems Analyst or Consultant supporting / implementing Manhattan WMS (specifically Manhattan SCALE), and have a strong functional and technical understanding around WMS as well as a strong understanding of Supply Chain process (in relation to Warehouse Management), as well as possessing excellent SQL skills and systems integration knowledge.You will be responsible for focusing on providing application, operational and technical support for Automation and WMS environment, general troubleshooting of the WMS (Manhattan SCALE), as well as continuous improvement in processes and practices associated with the interactions between the WMS environment, Warehouse operations team, ERP host systems and MHE integration.For immediate consideration for interview, please forward you full updated CV today.Job Type: ContractExperience:Manhattan SCALE: 2 years (Required)WMS: 3 years (Required)SQL: 3 years (Required)"
